title,price,date added,type,bedrooms,bathrooms,area,location,complete location,description,keywords,url
"Ideal 200 Square Yards House Available In Bahria Town - Precinct 11-A, Karachi",2.03 Crore,2 months ago,House,3,3,200 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh","We take it as a pleasure to help you purchase the perfect House. Protect your future, purchase this property today. Since you are looking for 200 Square Yards sized property, this inventory of ours has got you covered! You can find House at a price of PKR Rs. 20,300,000 easily. The House is based in the ideal location of Bahria Town - Precinct 11-A which is high in demand. Start exploring property options today in the bustling city of Karachi that provides modern facilities and infrastructure. ","Parking Spaces: 1,Flooring,Electricity Backup,Waste Disposal,Bedrooms: 3,Bathrooms: 3,Drawing Room,Dining Room,Kitchens: 1,Study Room,Lounge or Sitting Room,Kids Play Area,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",https://www.zameen.com/Property/bahria_town_precinct_11_bahria_town_precinct_11_a_ideal_200_square_yards_house_available_in_bahria_town_precinct_11_a__karachi-41627835-10020-1.html
500 Square Yards House In DHA Phase 5 Is Best Option,8.5 Crore,2 months ago,House,6,6,500 Sq. Yd.,"DHA Defence, Karachi, Sindh","DHA Phase 5, DHA Defence, Karachi, Sindh",House Is Available For Sale,"Flooring,Electricity Backup,Broadband Internet Access,Satellite or Cable TV Ready,Intercom",https://www.zameen.com/Property/d_h_a_dha_phase_5_500_square_yards_house_in_dha_phase_5_is_best_option-41576667-1482-1.html
Sea Facing Higher Floor Brand New 1 Bed Luxurious Apartment Available In Easy Installment At Emaar Panorama Crescent Bay Dha Phase 8,3.67 Crore,2 months ago,Flat,1,2,153 Sq. Yd.,"DHA Defence, Karachi, Sindh","Emaar Panorama, DHA Phase 8, DHA Defence, Karachi, Sindh",Pakistan's Tallest Sea Facing Building Featuring All The International Standard Amenities,"Built in year: 2025,Parking Spaces,Lobby in Building,Double Glazed Windows,Central Air Conditioning,Central Heating,Flooring,Electricity Backup,Waste Disposal,Floor,Floors in Building,Elevators,Service Elevators in Building,Other Main Features,Bedrooms: 1,Bathrooms: 2,Servant Quarters,Drawing Room,Dining Room,Kitchens,Study Room,Prayer Room,Powder Room ,Gym,Store Rooms,Steam Room,Lounge or Sitting Room,Laundry Room,Other Rooms,Broadband Internet Access,Satellite or Cable TV Ready,Business Center or Media Room in Building,Conference Room in Building,Intercom,ATM Machines,Other Business and Communication Facilities,Community Lawn or Garden,Community Swimming Pool,Community Gym,First Aid or Medical Centre,Day Care Centre,Kids Play Area,Barbeque Area,Mosque,Community Centre,Other Community Facilities,Sauna,Jacuzzi,Other Healthcare and Recreation Facilities,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Maintenance Staff,Security Staff,Laundry or Dry Cleaning Facility,Communal/Shared Kitchen,Facilities for Disabled,Pet Policy,Other Facilities",https://www.zameen.com/Property/dha_phase_8_emaar_panorama_sea_facing_higher_floor_brand_new_1_bed_luxurious_apartment_available_in_easy_installment_at_emaar_panorama_crescent_bay_dha_phase_8-41108058-17182-1.html
Dha Phase 5 1000 Yards Bungalow For Sale,27 Crore,2 months ago,House,7,8,"1,000 Sq. Yd.","DHA Defence, Karachi, Sindh","DHA Phase 5, DHA Defence, Karachi, Sindh",Dha Bungalow 1000yds,"Built in year: 2022,Parking Spaces: 4,Bedrooms: 7,Bathrooms: 8,Servant Quarters: 1,Drawing Room,Dining Room,Kitchens: 2,Study Room,Powder Room ,Store Rooms: 1,Steam Room,Lounge or Sitting Room,Lawn or Garden,Swimming Pool,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",https://www.zameen.com/Property/d_h_a_dha_phase_5_dha_phase_5_1000_yards_bungalow_for_sale-41687666-1482-1.html
Sea Facing Brand New 4 Bed Luxurious Apartment Available For Sale In Emaar Pearl Tower Crescent Bay Dha Phase 8,7.3 Crore,2 months ago,Flat,4,6,311 Sq. Yd.,"DHA Defence, Karachi, Sindh","Emaar Pearl Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Best For Living,"Built in year: 2021,Parking Spaces,Lobby in Building,Double Glazed Windows,Central Air Conditioning,Central Heating,Flooring,Electricity Backup,Waste Disposal,Floor,Floors in Building,Elevators,Service Elevators in Building,Other Main Features,Bedrooms: 4,Bathrooms: 6,Servant Quarters,Drawing Room,Dining Room,Kitchens,Study Room,Prayer Room,Powder Room ,Gym,Store Rooms,Steam Room,Lounge or Sitting Room,Laundry Room,Other Rooms,Broadband Internet Access,Satellite or Cable TV Ready,Business Center or Media Room in Building,Conference Room in Building,Intercom,ATM Machines,Other Business and Communication Facilities,Community Lawn or Garden,Community Swimming Pool,Community Gym,First Aid or Medical Centre,Day Care Centre,Kids Play Area,Barbeque Area,Mosque,Community Centre,Other Community Facilities,Sauna,Jacuzzi,Other Healthcare and Recreation Facilities,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Maintenance Staff,Security Staff,Laundry or Dry Cleaning Facility,Communal/Shared Kitchen,Facilities for Disabled,Pet Policy,Other Facilities",https://www.zameen.com/Property/emaar_crescent_bay_emaar_pearl_towers_sea_facing_brand_new_4_bed_luxurious_apartment_available_for_sale_in_emaar_pearl_tower_crescent_bay_dha_phase_8-39717251-10719-1.html
Emaar Panorama Crescent Bay Dha Phase 8 Flat,11.01 Crore,,Flat,3,5,333 Sq. Yd.,,"Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Pakistan's Tallest Sea Facing Building Featuring All The International Standard Amenities,"Built in year: 2021,Parking Spaces,Lobby in Building,Double Glazed Windows,Central Air Conditioning,Central Heating,Flooring,Electricity Backup,Waste Disposal,Floor,Floors in Building,Elevators,Service Elevators in Building,Other Main Features,Bedrooms: 3,Bathrooms: 5,Servant Quarters,Drawing Room,Dining Room,Kitchens,Study Room,Prayer Room,Powder Room ,Gym,Store Rooms,Steam Room,Lounge or Sitting Room,Laundry Room,Other Rooms,Broadband Internet Access,Satellite or Cable TV Ready,Business Center or Media Room in Building,Conference Room in Building,Intercom,ATM Machines,Other Business and Communication Facilities,Community Lawn or Garden,Community Swimming Pool,Community Gym,First Aid or Medical Centre,Day Care Centre,Kids Play Area,Barbeque Area,Mosque,Community Centre,Other Community Facilities,Sauna,Jacuzzi,Other Healthcare and Recreation Facilities,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Maintenance Staff,Security Staff,Laundry or Dry Cleaning Facility,Communal/Shared Kitchen,Facilities for Disabled,Pet Policy,Other Facilities",https://www.zameen.com/Property/dha_phase_8_emaar_crescent_bay_emaar_panorama_crescent_bay_dha_phase_8_flat-39789199-8503-1.html
235 SQ YARD villa Available for Sale In precinct 27,1.6 Crore,12 hours ago,House,3,3,235 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 27, Bahria Town Karachi, Karachi, Sindh",235 SQ YARD villa Available for Sale In precinct 27 ,,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_27_235_sq_yard_villa_available_for_sale_in_precinct_27-43189726-10040-1.html
235 SQ YARD Villa Available for Sale In precinct 27,1.6 Crore,13 hours ago,House,3,3,235 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 27, Bahria Town Karachi, Karachi, Sindh",235 SQ YARD Villa Available for Sale In precinct 27,,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_27_235_sq_yard_villa_available_for_sale_in_precinct_27-43189252-10040-1.html
200 SQ YARD Villa Available for Sale In precinct 11 a,1.8 Crore,13 hours ago,House,3,3,200 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh",200 SQ YARD Villa Available for Sale In precinct 11 a,,https://www.zameen.com/Property/bahria_town_precinct_11_bahria_town_precinct_11_a_200_sq_yard_villa_available_for_sale_in_precinct_11_a-43189246-10020-1.html
152 SQ YARD Villa Available for Sale In precinct 2,1.75 Crore,12 hours ago,House,3,3,152 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",152 SQ YARD Villa Available for Sale In precinct 2,,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_2_152_sq_yard_villa_available_for_sale_in_precinct_2-43189867-10010-1.html
200 SQ YARD Villa Available for Sale In precinct 2,2.4 Crore,12 hours ago,House,3,3,200 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",200 SQ YARD Villa Available for Sale In precinct 2,,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_2_200_sq_yard_villa_available_for_sale_in_precinct_2-43189871-10010-1.html
Defence 500 VIII West Open Two Unit Bungalow For Sale,9.25 Crore,10 hours ago,House,6,8,500 Sq. Yd.,"DHA Defence, Karachi, Sindh","DHA Phase 8, DHA Defence, Karachi, Sindh",Defence 500 viii owner built well maintained two unit bungalow for sale 6 bedrooms marble flooring seperate drawing dining room diyar Wood work only for genuine buyers Best for two families,,https://www.zameen.com/Property/d_h_a_dha_phase_8_defence_500_viii_west_open_two_unit_bungalow_for_sale-37408646-1485-1.html
950 SQ Ft Flat Available for Sale In precinct 19,70 Lakh,12 hours ago,Flat,2,2,106 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",950 SQ Ft Flat Available for Sale In precinct 19 ,,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_19_950_sq_ft_flat_available_for_sale_in_precinct_19-43189869-10030-1.html
Apartment 2nd Floor 2-bedroom Available For Sale In Rahat Commercial Dha Phase-6,1.1 Crore,9 hours ago,Flat,2,2,,"DHA Defence, Karachi, Sindh","Rahat Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",Apartment For Sale ,,https://www.zameen.com/Property/dha_phase_6_rahat_commercial_area_apartment_2nd_floor_2_bedroom_available_for_sale_in_rahat_commercial_dha_phase_6-42137967-8502-1.html
1100 Yard Old Bungalow For Sale Just For Plot Price,14 Crore,3 months ago,House,6,6,"1,100 Sq. Yd.","DHA Defence, Karachi, Sindh","DHA Phase 2 Extension, DHA Defence, Karachi, Sindh",1100 Yard old bungalow for Sale Phase 2 ext,"Built in year: 2002,Parking Spaces,Double Glazed Windows,Central Air Conditioning,Central Heating,Flooring,Electricity Backup,Floors,Other Main Features,Bedrooms: 6,Bathrooms: 6,Servant Quarters,Drawing Room,Dining Room,Kitchens,Study Room,Store Rooms,Lounge or Sitting Room,Other Rooms,Broadband Internet Access,Satellite or Cable TV Ready,Intercom,Other Business and Communication Facilities,Community Lawn or Garden,First Aid or Medical Centre,Day Care Centre,Kids Play Area,Barbeque Area,Mosque,Community Centre,Other Community Facilities,Lawn or Garden,Sauna,Jacuzzi,Other Healthcare and Recreation Facilities,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Maintenance Staff,Security Staff,Facilities for Disabled,Other Facilities",https://www.zameen.com/Property/dha_defence_dha_phase_2_extension_1100_yard_old_bungalow_for_sale_just_for_plot_price-40850652-1672-1.html
235 SQ YARD Villa Available for Sale In precinct 31 Bahria town Karachi,1.45 Crore,13 hours ago,House,3,3,235 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 31, Bahria Town Karachi, Karachi, Sindh",235 SQ YARD Villa Available for Sale In precinct 31 Bahria town Karachi,,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_31_235_sq_yard_villa_available_for_sale_in_precinct_31_bahria_town_karachi-43189423-10045-1.html
152 SQ YARD Villa Available for Sale In precinct 11-b,1.5 Crore,12 hours ago,House,3,3,152 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 11-B, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh",152 SQ YARD Villa Available for Sale In precinct 11-b,,https://www.zameen.com/Property/bahria_town_precinct_11_bahria_town_precinct_11_b_152_sq_yard_villa_available_for_sale_in_precinct_11_b-43189872-10021-1.html
200 SQ YARD Villa Available for Sale In precinct 10-a,1.9 Crore,12 hours ago,House,3,3,200 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",200 SQ YARD Villa Available for Sale In precinct 10-a,,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_10_a_200_sq_yard_villa_available_for_sale_in_precinct_10_a-43189874-18125-1.html
200 SQ YARD Villa Available for Sale In precinct 11-a,1.8 Crore,12 hours ago,House,3,3,200 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh",200 SQ YARD Villa Available for Sale In precinct 11-a,,https://www.zameen.com/Property/bahria_town_precinct_11_bahria_town_precinct_11_a_200_sq_yard_villa_available_for_sale_in_precinct_11_a-43189875-10020-1.html
Com 3 Bedroom Drawing Lounge Brand New Apartment,6 Crore,3 months ago,Flat,3,4,222 Sq. Yd.,"Clifton, Karachi, Sindh","Clifton - Block 6, Clifton, Karachi, Sindh",Com 3 Bedroom Drawing Lounge Brand New Apartment ,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants",https://www.zameen.com/Property/clifton_clifton_block_6_com_3_bedroom_drawing_lounge_brand_new_apartment-38382526-1668-1.html
Spacious 120 Square Yards House Available For Sale In DHA Defence,4.4 Crore,3 months ago,House,4,4,120 Sq. Yd.,"DHA Defence, Karachi, Sindh","DHA Phase 7 Extension, DHA Defence, Karachi, Sindh",Gillani Real Estate,"Flooring,Electricity Backup,Drawing Room,Dining Room,Lounge or Sitting Room",https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_spacious_120_square_yards_house_available_for_sale_in_dha_defence-28429524-1674-1.html
Owner Built Prime Location 500 Yards Bungalow For Sale In Dha Phase 8 Most Desired Location Of Phase 8 Far Away From Sea,11.5 Crore,3 months ago,House,4,5,500 Sq. Yd.,"DHA Defence, Karachi, Sindh","DHA Phase 8, DHA Defence, Karachi, Sindh",Property Features ,"Parking Spaces: 3,Double Glazed Windows,Flooring,Floors: 1,Bedrooms: 4,Bathrooms: 5,Drawing Room,Dining Room,Kitchens: 2,Study Room,Store Rooms: 1,Lounge or Sitting Room,Lawn or Garden,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service",https://www.zameen.com/Property/d_h_a_dha_phase_8_owner_built_prime_location_500_yards_bungalow_for_sale_in_dha_phase_8_most_desired_location_of_phase_8_far_away_from_sea-37563502-1485-1.html
Small Complex Portion For Sale Clifton Block-9.,4 Crore,3 months ago,Upper Portion,3,4,222 Sq. Yd.,"Clifton, Karachi, Sindh","Clifton - Block 9, Clifton, Karachi, Sindh",Small Complex Portion for SALE Clifton Block-9. ,"Parking Spaces: 1,Flooring,Waste Disposal,Floors: 2,Bedrooms: 3,Bathrooms: 3,Servant Quarters: 1,Drawing Room,Dining Room,Kitchens: 1,Store Rooms: 1,Lounge or Sitting Room,Laundry Room,Broadband Internet Access,Satellite or Cable TV Ready,Kids Play Area,Barbeque Area,Mosque,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Maintenance Staff,Security Staff",https://www.zameen.com/Property/clifton_clifton_block_9_small_complex_portion_for_sale_clifton_block_9_-40872429-1671-1.html
A Good Option For sale Is The House Available In Bahria Town - Precinct 10-A In Karachi,2.08 Crore,3 months ago,House,3,3,200 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh","This House will help you make the best decision for you and your family. It's best to buy this property in order to get lucrative return on your investment. This 200 Square Yards sized property best fits the description you plugged in. You will be hard-pressed to find such a price of Rs. 20,800,000 in the area. You can find the best properties in Bahria Town - Precinct 10-A. Karachi is best for living as well as investment, so make a move before the market inches further up. ","Parking Spaces: 1,Flooring,Electricity Backup,Bedrooms: 3,Bathrooms: 3,Drawing Room,Dining Room,Broadband Internet Access,Satellite or Cable TV Ready,Intercom,Community Lawn or Garden,Community Swimming Pool,Community Gym,First Aid or Medical Centre,Day Care Centre,Kids Play Area,Barbeque Area,Mosque,Community Centre,Lawn or Garden,Swimming Pool,Sauna,Jacuzzi,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Maintenance Staff,Security Staff,Facilities for Disabled,Other Facilities",https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_10_a_a_good_option_for_sale_is_the_house_available_in_bahria_town_precinct_10_a_in_karachi-41395501-18125-1.html
Liberty Heaven Apartment Available On Easy Installment,45.7 Lakh,3 months ago,Flat,1,1,53 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town Karachi, Karachi, Sindh","Down Payment 1,370,850","Flooring,Electricity Backup,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Pet Policy",https://www.zameen.com/Property/karachi_bahria_town_karachi_liberty_heaven_apartment_available_on_easy_installment-41407039-8298-1.html
350 Square Yards House For sale In Karachi,2.45 Crore,3 months ago,House,4,4,350 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 35, Bahria Sports City, Bahria Town Karachi, Karachi, Sindh","If you're looking for a House for investment purposes, you're in the right place. All the options you may have looked at, we can guarantee that you wouldn't find a better buy. Your future self will thank you for investing in 350 Square Yards property today. Now is the time to book your unit at PKR Rs. 24,500,000 as it is a lucrative investment option in the long run. If you're really looking for a property in Bahria Town - Precinct 35, this will help you out. Karachi is the best place for real estate investment, so take a decision today to reap maximum benefit. ","Parking Spaces: 1,Flooring,Electricity Backup,Bedrooms: 4,Bathrooms: 4,Drawing Room,Dining Room,Broadband Internet Access,Satellite or Cable TV Ready,Intercom,Community Lawn or Garden,Community Swimming Pool,Community Gym,First Aid or Medical Centre,Day Care Centre,Kids Play Area,Barbeque Area,Mosque,Community Centre,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Maintenance Staff,Security Staff,Facilities for Disabled,Other Facilities",https://www.zameen.com/Property/bahria_sports_city_bahria_town_precinct_35_350_square_yards_house_for_sale_in_karachi-41248745-11868-1.html
The Residence 3bedroom Drawing Lounge Apartment,4.25 Crore,3 months ago,Flat,3,4,222 Sq. Yd.,"Clifton, Karachi, Sindh","Clifton - Block 8, Clifton, Karachi, Sindh",The Residence 3bedroom Drawing Lounge Apartment ,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants",https://www.zameen.com/Property/clifton_clifton_block_8_the_residence_3bedroom_drawing_lounge_apartment-38382804-1670-1.html
Get Your Hands On Flat In Karachi Best Area,5.5 Crore,1 day ago,Flat,3,4,222 Sq. Yd.,"Clifton, Karachi, Sindh","Clifton - Block 9, Clifton, Karachi, Sindh",*APPARTMENT For Sale*,,https://www.zameen.com/Property/clifton_clifton_block_9_get_your_hands_on_flat_in_karachi_best_area-40349632-1671-1.html
Duplex Bungalow For Sale,6.25 Crore,20 hours ago,House,4,4,250 Sq. Yd.,"DHA Defence, Karachi, Sindh","DHA Phase 7, DHA Defence, Karachi, Sindh","250 Square Yards Duplex Bungalow phase VII Prime Location 1+3 Bedroom, Drawing Room, Tv Lounge, Tile Flooring, Kitchen, Servant Quarter, Car Parking. ",,https://www.zameen.com/Property/d_h_a_dha_phase_7_duplex_bungalow_for_sale-43176333-1484-1.html
Mahenti Tower flat,3.9 Crore,1 day ago,Flat,3,4,200 Sq. Yd.,"Clifton, Karachi, Sindh","Clifton - Block 8, Clifton, Karachi, Sindh",*apartment For Sale*,,https://www.zameen.com/Property/clifton_clifton_block_8_mahenti_tower_flat-40854498-1670-1.html
"3 Beds Luxury 235 Sq Yards Villa For Sale Located In Precinct 31, Bahria Town Karachi",1.5 Crore,1 day ago,House,0,0,,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 31, Bahria Town Karachi, Karachi, Sindh","3 BEDS LUXURY 235 SQ YARDS VILLA FOR SALE LOCATED IN Precinct 31, Bahria Town Karachi",,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_31_3_beds_luxury_235_sq_yards_villa_for_sale_located_in_precinct_31__bahria_town_karachi-43171220-10045-1.html
152 SQ YARD Villa Available for Sale In precinct 2,1.75 Crore,2 days ago,House,3,3,152 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",152 SQ YARD Villa Available for Sale In precinct 2,,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_2_152_sq_yard_villa_available_for_sale_in_precinct_2-43168457-10010-1.html
Sassi Boat Villa For Sale,5.6 Crore,20 hours ago,House,4,5,311 Sq. Yd.,"Clifton, Karachi, Sindh","Clifton - Block 2, Clifton, Karachi, Sindh","- Clifton Block 2, Sassi Boat Villa",,https://www.zameen.com/Property/clifton_clifton_block_2_sassi_boat_villa_for_sale-43176367-1664-1.html
950 SQFT Flat Available for Sale In precinct 19,70 Lakh,2 days ago,Flat,2,2,106 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",950 SQFT Flat Available for Sale In precinct 19,,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_19_950_sqft_flat_available_for_sale_in_precinct_19-43168516-10030-1.html
Ideal Location Architect Design House With Extra Work,13 Crore,17 hours ago,House,6,6,500 Sq. Yd.,"DHA Defence, Karachi, Sindh","DHA Phase 8, DHA Defence, Karachi, Sindh",Well Maintained Slightly Used 500 Sq Yd Banglow For Sale ,,https://www.zameen.com/Property/d_h_a_dha_phase_8_ideal_location_architect_design_house_with_extra_work-43182443-1485-1.html
950 SQ FT FLAT Available for Sale In precinct 19,70 Lakh,17 hours ago,Flat,2,2,106 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",950 SQ FT FLAT Available for Sale In precinct 19,,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_19_950_sq_ft_flat_available_for_sale_in_precinct_19-43182745-10030-1.html
Outclass Apartment For Sale In Creek Vista,8.25 Crore,19 hours ago,Flat,4,5,420 Sq. Yd.,"DHA Defence, Karachi, Sindh","Creek Vista, DHA Phase 8, DHA Defence, Karachi, Sindh",Luxury Apartments Creek Vista ,,https://www.zameen.com/Property/dha_phase_8_creek_vista_outclass_apartment_for_sale_in_creek_vista-40108082-9058-1.html
200 SQ YARD villa Available for Sale In precinct 10 A,1.9 Crore,16 hours ago,House,3,3,200 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",200 SQ YARD villa Available for Sale In precinct 10 A,,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_10_a_200_sq_yard_villa_available_for_sale_in_precinct_10_a-43184415-18125-1.html
DEFENCE PHASE 2 E X T D H A FLAT FOR SALE 3 BEDROOM DRAWING DINING TILES FLOORING 3RD FLOOR,1.2 Crore,17 hours ago,Flat,3,3,117 Sq. Yd.,"DHA Defence, Karachi, Sindh","DHA Phase 2 Extension, DHA Defence, Karachi, Sindh",DEFENCE PHASE 2 E X T D H A FLAT AVAILABLE 3 BEDROOM DRAWING DINING TILES FLOORING 3RD FLOOR MAIN SOUTH PARK AVENUE NEAR RAHAT MILK CORNER 5 YEAR OLD BUILDING FAMILY BUILDING ALL DOCUMENT CLEAR EASY FOR BANK LOAN,,https://www.zameen.com/Property/dha_defence_dha_phase_2_extension_defence_phase_2_e_x_t_d_h_a_flat_for_sale_3_bedroom_drawing_dining_tiles_flooring_3rd_floor-40823442-1672-1.html
235 SQ YARD villa Available for Sale In precinct 31,1.5 Crore,17 hours ago,House,3,3,235 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 31, Bahria Town Karachi, Karachi, Sindh",235 SQ YARD villa Available for Sale In precinct 31,,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_31_235_sq_yard_villa_available_for_sale_in_precinct_31-43183425-10045-1.html
2250 SQ Ft Flat Available for Sale In precinct 19,1.8 Crore,16 hours ago,Flat,3,3,250 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",2250 SQ Ft Flat Available for Sale In precinct 19,,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_19_2250_sq_ft_flat_available_for_sale_in_precinct_19-43184420-10030-1.html
200 SQ YARD villa Available for Sale In precinct 11 A,1.8 Crore,16 hours ago,House,3,3,200 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh",200 SQ YARD villa Available for Sale In precinct 11 A,,https://www.zameen.com/Property/bahria_town_precinct_11_bahria_town_precinct_11_a_200_sq_yard_villa_available_for_sale_in_precinct_11_a-43184414-10020-1.html
200 SQ YARD Villa Available for Sale In precinct 10-a,1.9 Crore,15 hours ago,House,3,3,200 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",200 SQ YARD Villa Available for Sale In precinct 10-a,,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_10_a_200_sq_yard_villa_available_for_sale_in_precinct_10_a-43187098-18125-1.html
235 SQ YARD Villa Available for Sale In precinct 27,1.6 Crore,15 hours ago,House,3,3,235 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 27, Bahria Town Karachi, Karachi, Sindh",235 SQ YARD Villa Available for Sale In precinct 27,,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_27_235_sq_yard_villa_available_for_sale_in_precinct_27-43187083-10040-1.html
350 SQ YARD Villa Available for Sale In precinct 35,2.1 Crore,13 hours ago,House,4,4,350 Sq. Yd.,"Bahria Town Karachi, Karachi, Sindh","Bahria Town - Precinct 35, Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",350 SQ YARD Villa Available for Sale In precinct 35 ,,https://www.zameen.com/Property/bahria_sports_city_bahria_town_precinct_35_350_sq_yard_villa_available_for_sale_in_precinct_35-43188366-11868-1.html
Dha Phase 6 Main Bukhari Two Units Bungalow Available,8 Crore,16 hours ago,House,6,6,400 Sq. Yd.,"DHA Defence, Karachi, Sindh","DHA Phase 6, DHA Defence, Karachi, Sindh",400 yards 3+3 bedrooms with attached bath west open well maintained,,https://www.zameen.com/Property/d_h_a_dha_phase_6_dha_phase_6_main_bukhari_two_units_bungalow_available-42765884-1483-1.html
